mode,ship_date,ship_date_time,delivery_date,delivery_date_time,hours,ship_from,ship_from_coords,ice_customer_name,ship_to,ship_to_coords,number_of_pallets
PCL,2023-09-06,2023-09-06 11:00:00,2023-09-08,2023-09-08 10:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.07
PCL,2023-09-21,2023-09-21 14:00:00,2023-09-26,2023-09-26 7:00:00,113,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Tifton, GA","[-83.5203,31.4624]",0.08
PCL,2023-10-18,2023-10-18 12:00:00,2023-10-20,2023-10-20 9:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Madison, AL","[-86.7626,34.7114]",0.01
PCL,2023-09-21,2023-09-21 9:00:00,2023-09-26,2023-09-26 8:00:00,119,"Rancho Cucamonga, CA","[-117.5667,34.1247]",TD Synnex Corporation,"Southaven, MS","[-89.9786,34.9514]",0.14
PCL,2023-09-24,2023-09-24 5:00:00,2023-09-28,2023-09-28 14:00:00,105,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Hermiston, OR","[-119.2854,45.8326]",0.02
PCL,2023-10-17,2023-10-17 13:00:00,2023-10-23,2023-10-23 0:00:00,131,"Carol Stream, IL","[-88.1307,41.9181]",T-mobile,"Jeffersonville, IN","[-85.7026,38.3376]",1
LTL,2023-07-14,2023-07-14 14:00:00,2023-07-20,2023-07-20 4:00:00,134,"Rancho Cucamonga, CA","[-117.5667,34.1247]",TD Synnex Corporation,"Romeoville, IL","[-88.0997,41.6318]",0.52
PCL,2023-08-15,2023-08-15 18:00:00,2023-08-18,2023-08-18 7:00:00,61,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Cullman, AL","[-86.8407,34.1775]",0.02
PCL,2023-10-23,2023-10-23 16:00:00,2023-10-25,2023-10-25 7:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Tifton, GA","[-83.5203,31.4624]",0.02
PCL,2023-10-23,2023-10-23 17:00:00,2023-10-25,2023-10-25 10:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.03
PCL,2023-07-27,2023-07-27 14:00:00,2023-08-01,2023-08-01 9:00:00,115,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0.01
PCL,2023-10-03,2023-10-03 17:00:00,2023-10-05,2023-10-05 10:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Las Vegas, NV","[-115.2654,36.2333]",0.18
PCL,2023-10-03,2023-10-03 14:00:00,2023-10-05,2023-10-05 9:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.14
PCL,2023-08-22,2023-08-22 14:00:00,2023-08-23,2023-08-23 9:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",0.16
PCL,2023-09-12,2023-09-12 13:00:00,2023-09-14,2023-09-14 9:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Palestine, TX","[-95.6471,31.7544]",0.01
PCL,2023-07-11,2023-07-11 17:00:00,2023-07-14,2023-07-14 8:00:00,63,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Albany, OR","[-123.0965,44.6272]",0.01
PCL,2023-07-21,2023-07-21 12:00:00,2023-07-25,2023-07-25 10:00:00,94,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.01
PCL,2023-09-08,2023-09-08 15:00:00,2023-09-12,2023-09-12 9:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Newton, NC","[-81.2335,35.663]",0.08
PCL,2023-09-12,2023-09-12 17:00:00,2023-09-18,2023-09-18 8:00:00,135,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.04
PCL,2023-09-27,2023-09-27 13:00:00,2023-09-29,2023-09-29 8:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.05
PCL,2023-09-14,2023-09-14 10:00:00,2023-09-15,2023-09-15 8:00:00,22,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chicago, IL","[-87.6866,41.8375]",0.04
PCL,2023-10-18,2023-10-18 13:00:00,2023-10-23,2023-10-23 11:00:00,118,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ft Pierce, FL","[-80.3256, 27.4467]",0.02
PCL,2023-08-14,2023-08-14 12:00:00,2023-08-15,2023-08-15 9:00:00,21,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.06
PCL,2023-09-06,2023-09-06 15:00:00,2023-09-14,2023-09-14 9:00:00,186,"Rancho Cucamonga, CA","[-117.5667,34.1247]",TD Synnex Corporation,"Southaven, MS","[-89.9786,34.9514]",0.19
LTL,2023-07-13,2023-07-13 17:00:00,2023-07-19,2023-07-19 13:00:00,140,"Carol Stream, IL","[-88.1307,41.9181]",Charter Communications (Spectrum),"Flower Mound, TX","[-97.1146,33.0343]",0.63
PCL,2023-09-19,2023-09-19 13:00:00,2023-09-20,2023-09-20 8:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Breinigsville, PA","[-75.6347,40.5394]",0.02
PCL,2023-10-26,2023-10-26 14:00:00,null,null,#VALUE!,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.01
LTL,2023-10-06,2023-10-06 16:00:00,2023-10-11,2023-10-11 14:00:00,118,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Lugoff, SC","[-80.6973,34.2113]",0.02
LTL,2023-10-23,2023-10-23 22:00:00,2023-10-26,2023-10-26 23:00:00,73,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.34
PCL,2023-08-09,2023-08-09 14:00:00,2023-08-10,2023-08-10 6:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Charlotte, NC","[-80.8303,35.2083]",0.01
PCL,2023-09-06,2023-09-06 14:00:00,2023-09-08,2023-09-08 11:00:00,45,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Goodyear, AZ","[-112.3622,33.2614]",0.04
PCL,2023-09-26,2023-09-26 13:00:00,2023-10-02,2023-10-02 11:00:00,142,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Midway, GA","[-81.419,31.8003]",0.03
PCL,2023-10-13,2023-10-13 13:00:00,2023-10-18,2023-10-18 10:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Westfield, MA","[-72.7561,42.1382]",0.28
PCL,2023-10-05,2023-10-05 15:00:00,2023-10-10,2023-10-10 7:00:00,112,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.06
LTL,2023-09-05,2023-09-05 14:00:00,2023-09-07,2023-09-07 9:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Ingram Micro Inc,"Carol Stream, IL","[-88.1307,41.9181]",1.17
PCL,2023-09-08,2023-09-08 12:00:00,2023-09-12,2023-09-12 8:00:00,92,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.01
FTL,2023-10-20,2023-10-20 13:00:00,2023-10-26,2023-10-26 16:00:00,147,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",1.24
PCL,2023-09-22,2023-09-22 11:00:00,2023-09-26,2023-09-26 9:00:00,94,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hope Mills, NC","[-78.9597,34.971]",0.02
PCL,2023-10-10,2023-10-10 21:00:00,2023-10-13,2023-10-13 7:00:00,58,"Carol Stream, IL","[-88.1307,41.9181]",US Cellular,"Fort Worth, TX","[-97.3474,32.7817]",0.09
PCL,2023-08-24,2023-08-24 13:00:00,2023-08-28,2023-08-28 9:00:00,92,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Shelby, NC","[-81.5451,35.2904]",0.04
PCL,2023-08-08,2023-08-08 12:00:00,2023-08-14,2023-08-14 7:00:00,139,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Perth Amboy, NJ","[-74.2724,40.5202]",0.07
PCL,2023-07-19,2023-07-19 11:00:00,2023-07-24,2023-07-24 7:00:00,116,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midlothian, TX","[-96.989,32.4669]",0.07
PCL,2023-10-04,2023-10-04 12:00:00,2023-10-06,2023-10-06 12:00:00,48,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Tolleson, AZ","[-112.256,33.4484]",0.02
PCL,2023-08-23,2023-08-23 14:00:00,2023-08-28,2023-08-28 7:00:00,113,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Plainview, TX","[-101.7235,34.1911]",0.01
PCL,2023-10-17,2023-10-17 12:00:00,2023-10-19,2023-10-19 23:00:00,59,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.02
LTL,2023-09-14,2023-09-14 9:00:00,2023-09-18,2023-09-18 9:00:00,96,"Carol Stream, IL","[-88.1307,41.9181]",AT&T Mobility LLC,"Fort Worth, TX","[-97.3474,32.7817]",1.56
LTL,2023-10-09,2023-10-09 17:00:00,2023-10-11,2023-10-11 14:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.44
PCL,2023-09-08,2023-09-08 15:00:00,2023-09-12,2023-09-12 9:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Topeka, KS","[-95.6955,39.0346]",0.05
PCL,2023-10-04,2023-10-04 19:00:00,2023-10-09,2023-10-09 18:00:00,119,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.01
PCL,2023-08-30,2023-08-30 13:00:00,2023-09-01,2023-09-01 6:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.04
PCL,2023-09-05,2023-09-05 11:00:00,2023-09-07,2023-09-07 10:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.03
LTL,2023-08-16,2023-08-16 14:00:00,2023-08-21,2023-08-21 13:00:00,119,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sealy, TX","[-96.163,29.7662]",0.79
PCL,2023-10-11,2023-10-11 12:00:00,2023-10-16,2023-10-16 9:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Houston, TX","[-95.3885,29.786]",0.03
PCL,2023-09-21,2023-09-21 9:00:00,2023-09-26,2023-09-26 8:00:00,119,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Albany, OR","[-123.0965,44.6272]",0.03
PCL,2023-10-25,2023-10-25 15:00:00,2023-10-26,2023-10-26 10:00:00,19,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.01
FTL,2023-10-13,2023-10-13 8:00:00,2023-10-15,2023-10-15 20:00:00,60,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.48
PCL,2023-07-19,2023-07-19 15:00:00,2023-07-21,2023-07-21 9:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.02
PCL,2023-08-03,2023-08-03 10:00:00,2023-08-07,2023-08-07 11:00:00,97,"Carol Stream, IL","[-88.1307,41.9181]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.12
PCL,2023-09-21,2023-09-21 17:00:00,2023-09-25,2023-09-25 9:00:00,88,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.08
LTL,2023-09-05,2023-09-05 16:00:00,2023-09-08,2023-09-08 7:00:00,63,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Monroe Township, NJ","[-74.4330, 40.3364]",4.56
PCL,2023-07-05,2023-07-05 16:00:00,2023-07-10,2023-07-10 8:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Watsco (Baker-Florida Cooling Supply),"Carrollton, TX","[-96.8999,32.989]",0.09
LTL,2023-07-21,2023-07-21 18:00:00,2023-07-28,2023-07-28 10:00:00,160,"Carol Stream, IL","[-88.1307,41.9181]",D&H Distributing Co.,"Fresno, CA","[-119.7939,36.783]",0.47
PCL,2023-09-22,2023-09-22 14:00:00,2023-09-27,2023-09-27 5:00:00,111,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hopkinsville, KY","[-87.4775,36.8381]",0.01
PCL,2023-07-10,2023-07-10 16:00:00,2023-07-11,2023-07-11 9:00:00,17,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.01
PCL,2023-08-04,2023-08-04 12:00:00,2023-08-10,2023-08-10 8:00:00,140,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Findlay, OH","[-83.6379,41.0469]",0.2
PCL,2023-10-02,2023-10-02 9:00:00,2023-10-03,2023-10-03 7:00:00,22,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenwood, IN","[-86.1073,39.6019]",0.03
LTL,2023-10-03,2023-10-03 16:00:00,2023-10-09,2023-10-09 7:00:00,135,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.11
PCL,2023-09-08,2023-09-08 14:00:00,2023-09-18,2023-09-18 8:00:00,234,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Nichols, NY","[-76.3669, 42.0217]",0.14
PCL,2023-08-03,2023-08-03 11:00:00,2023-08-08,2023-08-08 8:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.03
PCL,2023-08-03,2023-08-03 15:00:00,2023-08-07,2023-08-07 10:00:00,91,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.13
PCL,2023-10-06,2023-10-06 15:00:00,2023-10-10,2023-10-10 12:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",0.01
PCL,2023-09-22,2023-09-22 11:00:00,2023-09-26,2023-09-26 5:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sutherland, VA","[-77.5597, 37.1960]",0.01
PCL,2023-07-20,2023-07-20 17:00:00,2023-07-21,2023-07-21 8:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chicago, IL","[-87.6866,41.8375]",0.03
PCL,2023-08-16,2023-08-16 17:00:00,2023-08-23,2023-08-23 7:00:00,158,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Coldwater, MI","[-84.9989,41.9465]",0.02
PCL,2023-10-19,2023-10-19 14:00:00,2023-10-20,2023-10-20 10:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chicago, IL","[-87.6866,41.8375]",0.01
PCL,2023-08-03,2023-08-03 11:00:00,2023-08-09,2023-08-09 9:00:00,142,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Fort Payne, AL","[-85.6965,34.4559]",0.04
PCL,2023-10-17,2023-10-17 17:00:00,2023-10-20,2023-10-20 9:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.08
PCL,2023-08-29,2023-08-29 15:00:00,2023-09-01,2023-09-01 9:00:00,66,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0.02
PCL,2023-10-02,2023-10-02 14:00:00,2023-10-05,2023-10-05 10:00:00,68,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Dallas, TX","[-96.7667,32.7935]",0.07
PCL,2023-10-20,2023-10-20 18:00:00,2023-10-23,2023-10-23 10:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Dallas, TX","[-96.7667,32.7935]",0.11
LTL,2023-08-10,2023-08-10 14:00:00,2023-08-16,2023-08-16 7:00:00,137,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Madison, AL","[-86.7626,34.7114]",0.17
PCL,2023-10-10,2023-10-10 12:00:00,2023-10-11,2023-10-11 7:00:00,19,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Ardmore, OK","[-97.1256,34.1949]",0.05
PCL,2023-07-05,2023-07-05 14:00:00,2023-07-07,2023-07-07 9:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Cedar Falls, IA","[-92.4536,42.5195]",0.2
PCL,2023-09-11,2023-09-11 17:00:00,2023-09-12,2023-09-12 11:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Phoenix, AZ","[-112.0892,33.5722]",0.01
LTL,2023-08-14,2023-08-14 14:00:00,2023-08-17,2023-08-17 8:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",0.2
PCL,2023-09-21,2023-09-21 10:00:00,2023-09-22,2023-09-22 10:00:00,24,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.04
PCL,2023-07-12,2023-07-12 9:00:00,2023-07-18,2023-07-18 0:00:00,135,"Carol Stream, IL","[-88.1307,41.9181]",Ingram Micro Inc,"Carol Stream, IL","[-88.1307,41.9181]",0.01
LTL,2023-07-20,2023-07-20 13:00:00,2023-07-25,2023-07-25 12:00:00,119,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.47
PCL,2023-08-09,2023-08-09 16:00:00,2023-08-14,2023-08-14 11:00:00,115,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Buckeye, AZ","[-112.6429,33.4314]",0.01
PCL,2023-10-10,2023-10-10 10:00:00,2023-10-12,2023-10-12 10:00:00,48,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0.15
PCL,2023-10-25,2023-10-25 15:00:00,2023-10-31,2023-10-31 21:00:00,150,"Rancho Cucamonga, CA","[-117.5667,34.1247]",TD Synnex Corporation,"Southaven, MS","[-89.9786,34.9514]",0.05
PCL,2023-08-09,2023-08-09 13:00:00,2023-08-14,2023-08-14 8:00:00,115,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chambersburg, PA","[-77.6556,39.9315]",0.01
PCL,2023-09-01,2023-09-01 17:00:00,2023-09-05,2023-09-05 10:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Rialto, CA","[-117.3892,34.1175]",0.05
PCL,2023-09-22,2023-09-22 11:00:00,2023-09-26,2023-09-26 14:00:00,99,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.02
PCL,2023-09-20,2023-09-20 11:00:00,2023-09-22,2023-09-22 11:00:00,48,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Phoenix, AZ","[-112.0892,33.5722]",0.03
PCL,2023-09-22,2023-09-22 14:00:00,2023-09-26,2023-09-26 8:00:00,90,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Vertex Wireless LLC,"West Chicago, IL","[-88.2253,41.896]",0.08
PCL,2023-09-06,2023-09-06 9:00:00,2023-09-07,2023-09-07 12:00:00,27,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Douglas, GA","[-82.8544,31.5065]",0.19
PCL,2023-10-02,2023-10-02 16:00:00,2023-10-04,2023-10-04 7:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Somerset, NJ","[-74.501,40.5083]",0.01
FTL,2023-07-20,2023-07-20 8:00:00,2023-07-24,2023-07-24 10:00:00,98,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Mira Loma, CA","[-117.5159, 33.9845]",1
PCL,2023-10-04,2023-10-04 12:00:00,2023-10-05,2023-10-05 10:00:00,22,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Las Vegas, NV","[-115.2654,36.2333]",0.06
PCL,2023-10-26,2023-10-26 15:00:00,null,null,#VALUE!,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.05
PCL,2023-09-15,2023-09-15 11:00:00,2023-09-19,2023-09-19 10:00:00,95,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Mt. Crawford, VA","[-78.9409, 38.3571]",0.02
PCL,2023-09-13,2023-09-13 15:00:00,2023-09-15,2023-09-15 6:00:00,39,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"St James, MO","[-91.6143, 37.9973]",0.02
LTL,2023-08-24,2023-08-24 16:00:00,2023-08-31,2023-08-31 16:00:00,168,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Fort Worth, TX","[-97.3474,32.7817]",2.97
PCL,2023-10-19,2023-10-19 13:00:00,2023-10-23,2023-10-23 6:00:00,89,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.01
PCL,2023-10-10,2023-10-10 11:00:00,2023-10-11,2023-10-11 7:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Monroe, OH","[-84.3667,39.4461]",0.01
PCL,2023-10-03,2023-10-03 15:00:00,2023-10-05,2023-10-05 10:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.02
PCL,2023-08-29,2023-08-29 14:00:00,2023-08-31,2023-08-31 6:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sutherland, VA","[-77.5597, 37.1960]",0.03
PCL,2023-07-21,2023-07-21 13:00:00,2023-07-24,2023-07-24 6:00:00,65,"Carol Stream, IL","[-88.1307,41.9181]",D&H Distributing Co.,"Bolingbrook, IL","[-88.1021,41.6901]",0
PCL,2023-08-03,2023-08-03 15:00:00,2023-08-04,2023-08-04 6:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.01
PCL,2023-10-19,2023-10-19 17:00:00,2023-10-26,2023-10-26 11:00:00,162,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Brooksville, FL","[-82.3903,28.5404]",0.16
PCL,2023-08-29,2023-08-29 17:00:00,2023-09-01,2023-09-01 10:00:00,65,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.02
PCL,2023-08-02,2023-08-02 15:00:00,2023-08-04,2023-08-04 11:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hope Mills, NC","[-78.9597,34.971]",0.03
PCL,2023-09-05,2023-09-05 19:00:00,2023-09-07,2023-09-07 6:00:00,35,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.01
PCL,2023-08-03,2023-08-03 11:00:00,2023-08-07,2023-08-07 13:00:00,98,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Tracy, CA","[-121.4523,37.7269]",0.05
FTL,2023-10-13,2023-10-13 8:00:00,2023-10-16,2023-10-16 6:00:00,70,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Somerset, NJ","[-74.501,40.5083]",0.76
LTL,2023-10-16,2023-10-16 14:00:00,2023-10-18,2023-10-18 14:00:00,48,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chambersburg, PA","[-77.6556,39.9315]",0.02
PCL,2023-09-11,2023-09-11 17:00:00,2023-09-12,2023-09-12 8:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Joliet, IL","[-88.1499,41.5188]",0.14
LTL,2023-08-25,2023-08-25 12:00:00,2023-08-30,2023-08-30 8:00:00,116,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",0.1
PCL,2023-09-11,2023-09-11 13:00:00,2023-09-13,2023-09-13 8:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Fridley, MN","[-93.2595,45.0841]",0.02
PCL,2023-07-06,2023-07-06 9:00:00,2023-07-12,2023-07-12 10:00:00,145,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Douglas, GA","[-82.8544,31.5065]",0.02
PCL,2023-09-12,2023-09-12 11:00:00,2023-09-18,2023-09-18 6:00:00,139,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Baltimore, MD","[-76.6144,39.3051]",0.02
LTL,2023-07-24,2023-07-24 12:00:00,2023-07-27,2023-07-27 9:00:00,69,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",1
FTL,2023-09-18,2023-09-18 10:00:00,2023-09-20,2023-09-20 6:00:00,44,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Google Fiber OU,"Kansas City, MO","[-94.5541,39.1238]",52
LTL,2023-10-20,2023-10-20 21:00:00,2023-10-26,2023-10-26 11:00:00,134,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.23
LTL,2023-07-20,2023-07-20 11:00:00,2023-07-25,2023-07-25 9:00:00,118,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Verizon,"Redlands, CA","[-117.1712,34.0512]",0.14
PCL,2023-10-23,2023-10-23 17:00:00,2023-10-25,2023-10-25 9:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.01
PCL,2023-07-28,2023-07-28 15:00:00,2023-08-02,2023-08-02 10:00:00,115,"Carol Stream, IL","[-88.1307,41.9181]",HD Supply Facilities Maintenance,"Houston, TX","[-95.3885,29.786]",0.01
PCL,2023-08-09,2023-08-09 12:00:00,2023-08-10,2023-08-10 8:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Spring Valley, IL","[-89.2038,41.3362]",0.24
PCL,2023-09-08,2023-09-08 14:00:00,2023-09-12,2023-09-12 9:00:00,91,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Burlington, NJ","[-74.8649, 40.0712]",0.11
PCL,2023-09-22,2023-09-22 15:00:00,2023-09-25,2023-09-25 10:00:00,67,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.03
